Video ID,Title,Like Count,Comments Count,Comment Text
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,lol yeah  ill spend   to be a part of apples ecosystem  or suffer because you cant enjoy an apple product without the full package 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i like to use a phone for many years  it cost a lot of money  so it has to work long and with updates  thats why i like apple 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,dont forget samsung dex     
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,google pixel pro phones suck  google assistant is always buggy on this phone  extremely buggy and inconsistent  i want to switch back to iphone again  although they sucked too when i had it  at least siri doesnt fail   of the time like google assistant does 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,most of my friends that have android phones have no idea how to do anything or find anything on the phone 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,so  what youre saying is that ios is made for stupid people  got it 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,whatever  android is better 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,from what i feel and how i draw a parallel between these two brands  it’s like bentley and lexus  i like both the cars but on a bentley doesn’t expect all those features of lexus  different vibes altogether and different class  
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,thanks for the video marquez  i didn’t realize you’d actually do it 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i don’t think i’ll be buying another iphone  the charging ports are terrible and the chargers are shit  not to mention if a cat sneezes on them you’ve got a shattered screen  way overpriced and overrated 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,the best in everything is always subjective  they are both good in their own way  my take on this is that android is for people who like personalizing things on their phones  iphones are for people who want refined and simple phone  the year  is the peak of mobile phones 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,not entirely sure about your system  i own androids since ever  i am then drawn into customization features and excitements  android brought that to us  so according to your system i will always be android  but when i now see the seamless integration of devices within the apple ecosystem  say air drop iphone to macbook way back when  im tempted to switch to get these features  would be an expensive switch though  anyway  great video as usual
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,for me iphone winner  
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,for apps android is better you can sideload it i could download apps for free in google where in play store i had to pay it  the only thing i love about iphones is that it says longer for its smoothness like it doesnt get laggy easily unlike androids this could be false since im talking about this from my experience when i was young i had a samsung tablet and it got laggy easily and then i got an apple ipad it stayed longer but still got laggy i dont know if this is still true   and there is another thing that i remember about my old apple ipad which was ios  and i could update it up to ios   and then i didnt get any updates and then later to download youtube you need to have ios  and above which i couldnt download it and i had to use safari to watch youtube which was pain
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,hey dude  where on the iphone is the  back  button  and how many steps do you make to find the current date  you are an apple user fan  and i dont want to spend two months income on a piece of tech from apple  but  your opinion and mine are different 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"tried switching from asus zenfone  to iphone  pro my deal breaker from iphone is     doesnt even have access file manager  my work requires a lot of back to back file access   no finger print  i tried to open my iphone in the dark and it cant read my face  even tho my pin is only  number short  its really anoying  i mean  cmon  my brother have   realme phone and finger print sensor works fast as hell    battery life  tried switching from  time charge a day phone to   times charge a day it feels like a freakin joke  i almost never bring my charger to my office with zenfone and with iphone i have to bring it everywhere   at this point i finally understand why iphone user always carry small bag everywhere they goes  to store their charger and power bank    slow charging  imagine switching from asus hypercharge speed   in  minutes which can fit for my entire day activity to   in  minutes  it almost drives me crazy"
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,  yah  tell that to huawei   and others   they compete until an outsider is about to win  why do you think samsung dont push too much  also ecosystem is only in us  the rest of the world is out there and is out of that to so uno revers  
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,apps one is clearly a android w 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,man i had apple everything for a long time  but i been a droid boy for about ten years now   and you know what really strikes me   granny smith was always my favorite apple 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,just have both and be happy 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,my moto android cost me £ brand new  and it does everything i want it to do  yes  sure you can compare high end phones   but what can apple offer for that price 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,how is price not a category in this 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,first off  you didnt even mention sideloading apps  that feature alone pushes the apps category over to android  dont like the youtube app  theres countless variations  including some that unlock most of the premium features  for free on the internet to download the  apk file and install  completely bypassing the google play store and the samsung galaxy store  then theres the emulators that are still on the google play store  apple never lets emulators on their store for very long  if they can slip past their approval process  you cant tell me apple wins apps when they restrict what you can do with the hardware you bought so tightly   also  samsungs ecosystem has the unique functionality of crossing over to play nicely with googles ecosystem and microsofts ecosystem  the combination of those three ecosystems that all work together  as well as the variety an choice they provide  beats apples hands down  dont forget about all of googles smart home devices and features  if a smart home device cant pair with google home  its dead in the water   as for updates support  sure  apple has great customer service  but theyd rather sell you a new phone than fix your existing one  if we consider repairability  apple has a long way to go  these vary widely on android depending which company you look at  on one hand  the fair phone is a prime example of repairability being the first priority  and on the other  samsung and google support their old phones for way longer than ive ever had the same phone for  so in the end  theres nothing special about receiving updates for a long time  a lot of companies do that  this category shouldve at least been a tie  if not an android win because of the repairability of some brands   those  corrections make the winner android   to   the only thing apple has going for it is ease of use  but even that is iffy  to me  who has only owned windows and android devices  apple devices are way harder for me to use  i would need a long time to acclimate to all the strange little differences in daily tasks  for someone whos never seen a smart phone before  yes  apple is more beginner friendly  but for anyone with an ounce of tech savvy  theyre both super easy to use  apple just also has a low ceiling  meaning once youve got the basics  theres nothing deeper to dive into for more unique use cases    in the end  this video just reminded me why i will never buy an iphone  i was getting tempted by the   but the only good thing about iphones is the dumbed down user experience  which is a bad thing  to me  in the end  pitting one company with their own standard against an army of companies building on a shared standard is just no contest  if you limit android to just samsung or just google  maybe youd have a close fight  but if youre talking about all of android  theres just too much variety to compare to one company  even if that company is as big as apple  thanks for coming to my ted talk 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i disagree that iphone doesnt have bloatware i mean all the apps like apple health  apple podcast or the news app all few examples of apps that many people might not even install but they are still pre installed yes we can uninstall them but same can be done on android the apps are made by apple doesnt mean they are bloatware i mean samsung is many times criticized by reviewers for putting their own apps in the phone pre installed that are not useful for everyone then why are apple apps that are not useful to all not considered bloatware
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,the ecosystem factor is not as strong outside the us however  the main reason i wont switch is that im too lazy   its better to invest your time in other activities rather than learning new os tricks 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,the navigation of apple apps are different on a per app basis  meaning for example that you have to swipe down on the iphone youtube app to close the video  on other apps you then again swipe left or right to close something or go back again  this is simply very inefficient  makes my workflow very slow in comparison to android devices  where going back is very consistent across apps   the only real comparison basis you have isd
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,serious question  as a android user   what is imessage facetime  are these like apple version of text messaging and video call  and why do some people cant live without it 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,you clearly didnt mention price because iphone would loose  funny
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,iphone gets more chicks and that’s better than the features on android 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,always android  and samsung is the best  
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,the usb c iphone is now here  it would be great to recount these thoughts again in   and then decide on a new winner 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,iphone is a mental stigma
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,wow  i havent seen a video like this so neutral and interesting  very good 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,the real difference is price  iphone is a trophy phone with a price justified by the logo  android is just a different software system that is applicable for multiple phone manufacturers  multiple phonemanufacturers allow a wider spectrum of options  i see waaayyy to many people buy the iphone and act like it didnt blast a hole through their wallet  specially young and broke uni students    i also think we have reached a stage were phones are nitpicking in quality difference  the nitpicking feels over the top and to quote a wise man   if i can watch movies and porn on it  its nasa shit 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,wow   excelent review
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,developers who like to build themselves personalized apps  need a macbook in order to develop iphone apps  for android  you can make apps on windows 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,any particular reason for ignoring possibly the most important category    business use  the business world is today either on ms or google and neither prioritizes apple ecosystem  which is also incredibly limiting in itself  from apps e g  office to services such as mdm  ios is light years behind android 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,  they are updated at the same time just on the play store it gets a human review before being published and ios it doesnt  that means it gets released on ios first 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,for me  its not just android  its the pixel specifically  they may not be  the best phones  out there  but you can change the operating system and block all the spywear and bolster privacy   right now  pixels are the best phones    honestly  im amazed google hasnt shut this down  yet 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,repairability 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,what’s the point of an app store anymore when the most basic app is a yearly monthly weekly subscription 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,this dude will be a cyborg by 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,thanks 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,you guys should i get a galaxy a or iphone se
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i will say that every so often an update on my android will move the keyboard buttons just slightly  not enough to notice visually  but enough where my thumbs will hit the wrong keys 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,  bro predicted the iphone 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,focus mode is available on google pixel a since launched 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,guess which phone normies prefer 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,personally i disagree with the apps category because of the one simple fact that not only are there more apps but you can litteraly download anything and the ecosystem category because of the fact that the ecosystem of one company that is apple is the best singular ecosystem compared to the ecosystems of every smartphone brand is way better when you have something that can connect with anything
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,terrible video as usual 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,one customization that i need is root access  all the rest is minor 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,please add subtitles in russian please 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,best explanation of this issue
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,like this comment markus
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,best presentation
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,seriously  ease of use to the iphone  theres no back button  no t dialing and no numbers   symbols on the keyboard 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,im by no means a techie  but i just cant see myself limiting my options to just apple products  its   why would anyone just buy from a single brand  i bought a flip  a few years ago  dropped it too much because im careless  but who doesnt drop their phone  now i bought a red magic  pro  its fun just trying different things out 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i think android is probably better than apple  but it is missing one big thing  game pigeon  so i would have to buy apple despite android being clearly better for me
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,android is for people who like tech  apple is for people who are not interested in tech  easy 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,face_with_tears_of_joyface_with_tears_of_joy   here legends in india provide whole family a phone with charger and case in box  xiaomis poco f as a reference  m antutu    have better fast charging  freedom at the price of  iphone  pro max    bro didnt even mentioned third party app installation  and the fact that all android is way superior then an iphone  bro i dont believe you are a tech youtuber  as you primarily focused on what you get out of the box  even then android wins  bruh you are crazy  yeah average us people 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,very politically correct video lol  ddd you dont wanna anger apple fanboys and samsung knights  
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,   ease of use can be ticked for android too if properly configured   updates and support  samsung s phones get  years of support which is more than enough for   of the users  so a tick for android as well  not universally tho    apps  please  android    ecosystem  how is apple vendorlocking a plus  tick for android   basically  
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i was thinking of switching from android to ios  but as ive never owned an apple device i didnt know what to expect  thanks for the comparison  i dont think apple is for me haha 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,mr marques  talk about details please  the details are the ones that make the difrence  i ve had android phones all the time and now that i chenged to iphone  the only thing i hate is the phone app  on android when you start typing a phone number it starts showing phone numbers on the list that contain the numbers you have dialed  as the keyboard  sucks  in greek language  i want to turn back to my precius android category to get good battery  free apps  better customization  better apps  the only good thing about iphone is that it is fast and is smaller than the androids nowadays 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,you should also add the accessibility ans affordability aspect which is more important for developing countries 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,the digital payment revolution   the digital id  digital public infrastructure in india  couldnt have been possible without affordable mobile plans and android devices  so android for me  indian digital payments powered by upi  on mobile surpassed all major card network payments  good tech should be for the masses  affordable and easy 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i have been an apple user for decades so switching to android is never going to happen  i am impressed by his balanced approach to both platforms so i can clearly see both sides of the debate  since i own an imac  a macbook  an iphone  an ipad and an apple watch  i am totally happy being a locked in resident of apple’s ecosystem  i am a retired senior citizen who has lived in the same house for  years  i have also been married to the same person for  years so i admit to being firmly set and comfortable in my ways 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,something alot of people forget is that imessage and facetime is used  almost  exclusively in the us  the rest fo the world uses whatsapp  facebook messanger  telegram  etc 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i had to pause this video to respond to your statement  apple controls customer service for better or worse    i literally burst out laughing   you are right  apple controls their customer service because they actually have customer service   how much is it worth to have actual stores  a   phone number you can ask for help with your apple product   this ultimately why  android sucks ass 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i am someone who unsubscribed to you sinc years back  microsoft and google worked together for years now since samsung galaxy s   they combine great stuff  plus samsung has dex  u didnt mention that  cameras  u didnt mention that  etc etc
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i think that type c is overrated  and im a long time android user  i find apple charging port tend to not get as much debris inside as any type c port  and is much easier to clean if debris does get in
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,for me it is  android  thank you marques 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,you didnt talk about security comparission bro
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,switched to android in  when apple came out with iphone x over   the galaxy  was like   bucks with tb more space and way more features  i love google workspaces  docs  drive  gmail  phone  google music app was is way better streaming platform  never looked back and always had a better overall phone for less money and more control  love android and yes i have a macbook pro  
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342, competing against each other to get better   still have shit texting with iphones and any other phone  maybe one day they will actually get better but texting is such a basic feature that still isnt being done right  its   wtf
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,watch the video if u want but apple won bc hes in the us and popularityother than that android shoudlve won
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,the biggest reason and advantage for me is the apple ecosystem  how the devices flawlessly interact with each other  i probably will never know the joy of being able to customise your wallpaper and all the other things that android offers  im convinced android is equally an amazing os   i just cant see myself missing out of the flexibility of ios and how it integrates with every app and device that i use   im sure android users equally have solid reasons for sticking with android 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,but most android apps are free compared to iphone
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i decided to try an s once   android it’s clearly such a badly optimised and written operating system    error codes to do with apk or something reminded me of of the windows blue screen of death    audio randomly not working sorry but the share sheet that suggests people and apps on ios was like either awful or non existent   for a system that is designed to have multiple interfaces yet wasn’t designed in a compartmented way such as system then interface on top  so had to wait for security updates  just shows how badly thought out android is    not to mention its bloated system preferences  it felt like i was on a sort of nuts and bolts operating system not a professional consumer product with finish and everything working like text font sizes clashing with dialog boxes and translation that didn’t work properly i mean you wouldn’t get away with it with any other consumer product except an os like android   never again
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,if you were to do apple vs samsung with this exact same list  would you still give it to apple  i think  ease of use  would still be apple but the rest would become ties most of the time  right 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i hate iphones  they embody everything wrong with corporate greed  you spent a fortune on it  but it wants all your money and data  forces you to put your bank details in it and its a thief magnet  you need to use the health app to set the alarm  why  i use the alarm as a reminder  not just for waking up good hardware  extremely annoying software  also i like customization  i dont like android neither but i can adapt it to my needs  it doesnt have the level of security   control im used to  control over cookies ect  so android gets  points and iphone gets   i just wish the pine phone worked 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i used to be a apple guy  but then android took off and i was tired of my iphone screen breaking and all the locked options and settings iphone doesnt even have or has locked it behind their ios  i felt like i was getting robbed by apple  and was paying for the logo  switched to android and never looked back ever since  loving my new google pixel and the photo recalibration is outta this world
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,give me one good reason to switch to iphones  been using android since   im serious finding hard
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i literally cannot decide between the two  i keep switching back and forth  maybe the solution is to have both haha 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,loved the question you asked siri
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i do not agree with the easy of use  i littery choose simpler android phones for my parents to use because iphone is too complicated for them 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,wdym  i have a realme since   and it has alwasy have focus mode   
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,you love iphone 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,  you can just use routines for this
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,iphone is a bit boring but execution is very good  android has a lot more variety and customization so a lot more choice  both are now too expensive on the high end  and android has a lot more choice in the low and mid ranges 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,late to this video but leaving out durability and picture quality is kind of weird  those are  of the major things people here in the u s  talk about between them 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,  what dock is that
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,lmao wow lock screen customization and basic ass  widgets  ios really has caught up to android customization
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,samsung now supports  years and  generations on the s series
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,focus mode had been available on android long before you made this video 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,here in the philippines most of iphones are second hands 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,iphone cannot even download in the background no mp ringtone  cannot even move apps anywhere
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,ive been on the samsung galaxy s+ for the better part of  years  i still receive system updates every month or so  updated android apps have continued working well  im able to take my phone to a repair shop and replace a charging port  or a headphone port  or the battery  and theyll almost all have parts already on hand and will have be back up and running in under an hour  i daily drove an iphone  back in the day  ultimately  the ecosystem annoyed me endlessly and ease of use for my use was not good  im still happy with the options available for the android platform when making my choice of next phone  that said  apple has made it harder to ignore their updated devices  even if only because  as a developer  i cant deploy to the platform without a device  the walled garden may bother me more than anything for that reason 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,nice biased video   on categories you came up yourself 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,apple boy at it again    
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,it really still depends on the user  me for example  i like gaming a lot and i hate it when my hands gets fried from gaming on an iphone for even just like mins  i thought they fixed that on the iphone  to  pro max but some people say it still gets super hot  and when it gets hot the screen will automatically dims  also i’m from philippines and we are not familiar with imessage and facetime  we mainly use facebook’s messenger where you can message and videocall anyone who uses messenger 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,samsung has way more devices and works fine even fridges can connect to your computer but ios is smooth so it wins that category yhh okay buddy
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,missing one category  security privacy
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,to all of you arguing which phone is better  get a job 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,the biggest disadvanteges of iphones these days    lack of splitted screen    lack of messenger bubbles   they are for left handed  back gesture is useble only in left hand or whern you keep it in both hands 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,so your daily phone is an android  why the apple watch  how do you manage  phones  who do you give which number 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i disagree with the ease of use thing cuz for example android has a back button which is a lot easier to use  or clipboard which lets u use ur notes seamlessly  these are some of the examples
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,apple is better you can track your phone if it’s lost and it’s smoother plus it get more updates
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,the only thing with focus modes are that samsung actually has work modes and sleep modes that resemble the focus modes
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,bought it phone  pro st time ios  experience…  its feel like i have downgraded my tech experience…  don’t understand why apple hype is so much…
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,so in the end i came to the conclusion that  i have budget for neither one
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,yes and it makes it sometimes quite hard to choose the next phone  i abandoned android due to updates  ecosystem  as i dont care much about any specific feature if then it lacks hard on something else 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,porque me sale su video en español exijo el ingles
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i have been an androdist but every phone upgrade comes different and un intuitive  i dont recommend it for non techy people
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i hate how iphone basically restricts you on everything 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,its   if you havent picked a side already  where ya been 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,privacy is an important one that was left out  but great video 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,can’t have a tech video without saying  flag ship  at least once 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,i have the iphone  pro max and want to change  i own almost all apple products in my house but ever since they started pushing these woke bullshit politics i want to stop using them 
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,android has focus modes  or samsung has it atleadt
